Tm,#P,PAge,RA/G,W,L,W-L%,ERA,G,GS,GF,CG,tSho,cSho,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB
LAD,21,28.6,3.80,82,79,.509,3.54,161,161,154,7,17,2,40,1432.0,1287,612,563,132,507,48,1265,43,7,50,5997,104,3.61,1.253,8.1,0.8,3.2,8.0,2.50,1089
MIL,22,29.3,3.94,96,66,.593,3.63,162,162,161,1,13,1,47,1441.2,1348,638,582,147,440,16,1257,33,5,70,6048,109,3.59,1.240,8.4,0.9,2.7,7.8,2.86,1085
MIN,24,28.5,4.96,63,99,.389,4.58,162,162,155,7,8,3,32,1421.2,1564,804,724,161,480,37,940,54,5,47,6210,89,4.30,1.438,9.9,1.0,3.0,6.0,1.96,1141
NYM,23,30.0,4.58,77,85,.475,4.19,162,162,156,6,9,2,43,1448.0,1482,742,674,147,514,48,1126,70,7,46,6316,88,4.00,1.378,9.2,0.9,3.2,7.0,2.19,1230
NYY,28,31.0,4.06,97,65,.599,3.73,162,162,157,5,8,3,47,1458.1,1423,657,605,152,507,43,1222,58,3,67,6216,116,3.87,1.323,8.8,0.9,3.1,7.5,2.41,1184
OAK,26,27.4,4.19,74,88,.457,3.71,162,162,156,6,12,1,39,1447.2,1380,679,597,136,519,24,1160,41,3,53,6159,109,3.80,1.312,8.6,0.8,3.2,7.2,2.24,1137
PHI,23,29.2,3.27,102,60,.630,3.02,162,162,144,18,21,7,47,1477.0,1320,529,495,120,404,41,1299,47,6,23,6069,127,3.24,1.167,8.0,0.7,2.5,7.9,3.22,1109
PIT,25,28.1,4.40,72,90,.444,4.04,162,162,157,5,11,3,43,1449.1,1513,712,650,152,535,65,1031,62,6,60,6317,92,4.20,1.413,9.4,0.9,3.3,6.4,1.93,1257
SDP,22,28.1,3.77,71,91,.438,3.42,162,162,162,0,10,0,44,1449.1,1324,611,551,125,521,56,1139,37,6,45,6065,104,3.73,1.273,8.2,0.8,3.2,7.1,2.19,1106
SEA,21,26.8,4.17,67,95,.414,3.90,162,162,150,12,10,3,39,1433.0,1369,675,621,145,436,27,1088,51,6,68,6014,97,3.84,1.260,8.6,0.9,2.7,6.8,2.50,1040
SFG,17,28.5,3.57,86,76,.531,3.20,162,162,159,3,12,2,52,1468.0,1260,578,522,96,559,46,1316,50,4,42,6130,109,3.33,1.239,7.7,0.6,3.4,8.1,2.35,1148
STL,24,30.2,4.27,90,72,.556,3.74,162,162,155,7,9,5,47,1462.0,1461,692,608,136,448,44,1098,46,3,48,6211,99,3.75,1.306,9.0,0.8,2.8,6.8,2.45,1133
TBR,21,27.8,3.79,91,71,.562,3.58,162,162,147,15,13,5,32,1449.0,1263,614,577,161,504,38,1143,46,3,45,6010,105,4.03,1.219,7.8,1.0,3.1,7.1,2.27,1049
TEX,25,28.8,4.18,96,66,.593,3.79,162,162,152,10,19,7,38,1441.1,1327,677,607,170,461,21,1179,46,6,43,6021,117,3.98,1.241,8.3,1.1,2.9,7.4,2.56,1020
TOR,30,27.6,4.70,81,81,.500,4.32,162,162,155,7,10,3,33,1458.2,1433,761,700,179,540,28,1169,77,3,73,6286,99,4.29,1.353,8.8,1.1,3.3,7.2,2.16,1149
WSN,24,27.6,3.99,80,81,.497,3.58,161,161,158,3,10,2,49,1449.1,1403,643,577,129,477,43,1049,52,6,49,6141,107,3.83,1.297,8.7,0.8,3.0,6.5,2.20,1150
LgAvg,22,28.3,4.28,81,81,.500,3.94,162,162,156,6,,,41,1451,1409,694,634,152,501,41,1150,52,6,52,6175,101,3.94,1.316,8.7,0.9,3.1,7.1,2.30,1129
,662,28.3,4.28,2429,2429,.500,3.94,4858,4858,4685,173,,,1243,43527.1,42267,20808,19032,4552,15018,1231,34488,1554,169,1558,185245,101,3.94,1.316,8.7,0.9,3.1,7.1,2.30,33855
