2B,3B,AB,BB,CS,G,GIDP,H,HBP,HR,IBB,PA,R,RBI,SB,SF,SH,SO,TB,age,batting_avg,onbase_perc,onbase_plus_slugging,onbase_plus_slugging_plus,player,pos,runs_allowed,slugging_perc,year
14,0,367,30,1,97,2,100,6,13,3,410,50,47,7,6,1,68,153,27,0.272,0.33299999999999996,0.7490000000000001,92.0,Jermaine Dye,RF,858,0.41700000000000004,2001
11,5,279,32,2,104,6,78,0,13,2,312,44,54,0,1,0,51,138,29,0.28,0.353,0.847,115.0,Raul Ibanez,DH,858,0.495,2001
31,2,453,12,5,118,16,122,7,17,1,473,57,60,9,1,0,69,208,27,0.26899999999999996,0.298,0.757,91.0,Mark Quinn,UT,858,0.45899999999999996,2001
16,4,387,23,6,113,6,106,4,4,0,418,44,32,8,1,3,56,142,35,0.27399999999999997,0.32,0.687,77.0,Luis Alicea,UT,858,0.36700000000000005,2001
10,0,200,24,0,98,8,50,1,7,1,230,26,26,0,4,1,45,81,31,0.25,0.32799999999999996,0.733,88.0,Dave McCarty,1B,858,0.405,2001
7,1,199,10,4,49,2,48,1,1,0,220,18,12,3,3,7,19,60,28,0.24100000000000002,0.27699999999999997,0.579,50.0,Neifi Perez,SS,858,0.302,2001
6,1,154,9,3,56,5,38,1,0,0,166,12,11,1,0,2,24,46,31,0.247,0.293,0.591,53.0,Hector Ortiz,C,858,0.299,2001
9,0,125,12,2,39,2,40,0,6,0,138,15,18,1,1,0,16,67,30,0.32,0.377,0.9129999999999999,132.0,Gregg Zaun,C,858,0.536,2001
3,0,121,8,1,45,5,19,3,6,1,134,10,15,1,1,1,26,40,27,0.157,0.226,0.556,41.0,A.J. Hinch,C,858,0.331,2001
3,0,101,9,1,54,0,13,2,0,0,116,19,2,4,1,3,17,16,26,0.129,0.212,0.371,-2.0,Donnie Sadler,UT,858,0.158,2001
2,0,77,3,2,29,3,16,0,0,0,80,4,5,0,0,0,8,18,23,0.20800000000000002,0.23800000000000002,0.47100000000000003,23.0,Endy Chavez,LF,858,0.23399999999999999,2001
3,0,56,3,0,28,1,14,1,0,0,63,8,4,0,1,2,8,17,25,0.25,0.295,0.599,55.0,Luis Ordaz,MI,858,0.304,2001
2,0,53,3,0,15,2,16,0,0,0,56,8,4,2,0,0,10,18,23,0.302,0.33899999999999997,0.679,76.0,Angel Berroa,SS,858,0.34,2001
0,0,25,3,0,14,1,3,0,0,0,28,1,1,0,0,0,10,3,28,0.12,0.214,0.33399999999999996,-10.0,Wilson Delgado,IF,858,0.12,2001
1,1,16,2,0,6,0,5,0,2,0,18,4,2,0,0,0,2,14,26,0.313,0.389,1.264,213.0,Brandon Berger,UT,858,0.875,2001
1,0,12,0,1,4,1,3,0,0,0,12,1,2,0,0,0,4,4,23,0.25,0.25,0.583,49.0,Ken Harvey,UT,858,0.33299999999999996,2001
0,1,12,0,0,5,0,3,0,0,0,12,2,0,0,0,0,2,5,37,0.25,0.25,0.667,68.0,Trent Hubbard,OF,858,0.41700000000000004,2001
0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,29,0.0,0.0,0.0,-100.0,Sal Fasano,C,858,0.0,2001
0,0,4,0,0,16,0,0,0,0,0,5,0,0,0,0,1,2,0,30,0.0,0.0,0.0,-100.0,Paul Byrd,P,858,0.0,2001
0,0,5,0,0,27,0,0,0,0,0,5,0,0,0,0,0,4,0,24,0.0,0.0,0.0,-100.0,Dan Reichert,P,858,0.0,2001
0,0,5,0,0,34,0,2,0,0,0,5,0,0,0,0,0,2,2,26,0.4,0.4,0.8,108.0,Jeff Suppan,P,858,0.4,2001
0,0,3,0,0,29,0,1,0,0,0,3,1,0,0,0,0,1,1,24,0.33299999999999996,0.33299999999999996,0.667,73.0,Kris Wilson,P,858,0.33299999999999996,2001
0,0,1,0,0,29,0,0,0,0,0,2,0,0,0,0,1,0,0,23,0.0,0.0,0.0,-100.0,Chad Durbin,P,858,0.0,2001
0,0,2,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0.0,0.0,0.0,-100.0,Blake Stein,P,858,0.0,2001
0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Tony Cogan,P,858,0.0,2001
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Brian Meadows,P,858,0.0,2001
0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0,0.0,0.0,0.0,Doug Henry,P,858,0.0,2001
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Brad Voyles,P,858,0.0,2001
0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Jeff Austin,P,858,0.0,2001
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Scott Mullen,P,858,0.0,2001
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,Chris George,P,858,0.0,2001
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Mac Suzuki,P,858,0.0,2001
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Jose Santiago,P,858,0.0,2001
0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,Jason Grimsley,P,858,0.0,2001
0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0,0.0,0.0,0.0,Roberto Hernandez,P,858,0.0,2001
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Mike MacDougal,P,858,0.0,2001
0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Cory Bailey,P,858,0.0,2001
11,0,234,43,3,83,4,64,3,7,3,282,36,33,7,2,0,34,96,29,0.27399999999999997,0.39,0.8,102.0,Gregg Zaun,C,930,0.41,2000
12,1,339,36,6,100,10,87,10,2,1,399,59,29,17,1,13,48,107,24,0.257,0.345,0.66,68.0,Carlos Febles,2B,930,0.316,2000
18,2,509,28,3,143,17,139,4,1,0,555,68,38,7,3,11,55,164,32,0.273,0.314,0.637,61.0,Rey Sanchez,SS,930,0.322,2000
29,4,612,36,3,158,19,186,6,15,3,665,88,106,6,10,1,66,268,30,0.304,0.34299999999999997,0.7809999999999999,94.0,Joe Randa,3B,930,0.43799999999999994,2000
33,2,500,35,2,135,11,147,3,20,1,544,76,78,5,3,3,91,244,26,0.294,0.342,0.83,105.0,Mark Quinn,LF,930,0.488,2000
15,4,372,35,0,98,12,92,0,7,2,413,49,44,13,4,2,69,136,23,0.247,0.309,0.675,69.0,Carlos Beltran,CF,930,0.366,2000
41,2,601,69,1,157,12,193,3,33,6,679,107,118,0,6,0,99,337,26,0.321,0.39,0.951,135.0,Jermaine Dye,RF,930,0.561,2000
42,10,655,65,9,159,7,214,1,16,4,741,136,88,46,12,8,60,324,26,0.327,0.382,0.877,118.0,Johnny Damon,DH,930,0.495,2000
14,2,270,22,0,103,6,75,0,12,1,295,34,53,0,3,0,68,129,30,0.278,0.32899999999999996,0.807,99.0,Dave McCarty,1B,930,0.478,2000
7,0,182,23,1,66,8,44,0,0,0,212,29,14,3,1,6,32,51,36,0.242,0.325,0.605,54.0,Jeff Reboulet,2B,930,0.28,2000
9,0,178,8,0,61,4,37,1,1,0,195,12,23,3,6,2,42,49,25,0.20800000000000002,0.23800000000000002,0.514,29.0,Todd Dunwoody,UT,930,0.275,2000
4,0,142,8,0,43,1,40,0,3,1,152,13,17,1,0,2,11,53,30,0.282,0.32,0.693,73.0,Jorge Fabregas,C,930,0.373,2000
6,0,125,4,0,37,4,26,0,4,0,132,9,18,0,2,1,28,44,32,0.20800000000000002,0.22899999999999998,0.581,43.0,Brian Johnson,C,930,0.35200000000000004,2000
2,0,104,5,2,65,6,23,1,0,0,117,17,11,4,3,4,10,25,24,0.221,0.257,0.49700000000000005,26.0,Luis Ordaz,MI,930,0.24,2000
6,0,88,8,0,26,0,34,1,0,1,99,15,5,0,0,2,8,40,30,0.386,0.44299999999999995,0.898,126.0,Hector Ortiz,C,930,0.455,2000
1,0,83,6,1,33,1,22,0,0,0,90,15,7,1,1,0,17,23,27,0.265,0.311,0.588,50.0,Wilson Delgado,MI,930,0.27699999999999997,2000
0,0,48,6,1,47,1,9,0,0,0,54,6,1,0,0,0,13,9,33,0.188,0.278,0.465,20.0,Scott Pose,UT,930,0.188,2000
1,0,25,3,0,15,0,4,0,0,0,28,4,4,0,0,0,9,5,22,0.16,0.25,0.45,15.0,Dee Brown,LF,930,0.2,2000
0,0,4,0,0,3,0,1,0,0,0,4,0,0,0,0,0,2,1,29,0.25,0.25,0.5,26.0,Ray Holbert,IF,930,0.25,2000
0,0,5,0,0,32,0,1,0,0,0,6,1,0,0,0,1,2,1,25,0.2,0.2,0.4,1.0,Mac Suzuki,P,930,0.2,2000
0,0,4,0,0,22,0,0,0,0,0,4,0,0,0,0,0,2,0,27,0.0,0.0,0.0,-100.0,Jay Witasick,P,930,0.0,2000
0,0,3,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0.0,0.0,0.0,-100.0,Jeff Suppan,P,930,0.0,2000
0,0,3,0,0,14,0,0,0,0,0,3,0,0,0,0,0,3,0,29,0.0,0.0,0.0,-100.0,Miguel Batista,P,930,0.0,2000
0,0,2,0,0,17,0,0,0,0,0,2,0,0,0,0,0,2,0,26,0.0,0.0,0.0,-100.0,Blake Stein,P,930,0.0,2000
0,0,2,0,0,20,0,0,0,0,0,2,0,0,0,0,0,2,0,24,0.0,0.0,0.0,-100.0,Chris Fussell,P,930,0.0,2000
0,0,1,0,0,44,1,0,0,0,0,1,0,0,0,0,0,0,0,23,0.0,0.0,0.0,-100.0,Dan Reichert,P,930,0.0,2000
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Paul Spoljaric,P,930,0.0,2000
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Brad Rigby,P,930,0.0,2000
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Chad Durbin,P,930,0.0,2000
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Kris Wilson,P,930,0.0,2000
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Brian Meadows,P,930,0.0,2000
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Dan Murray,P,930,0.0,2000
0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Ricky Bottalico,P,930,0.0,2000
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Scott Mullen,P,930,0.0,2000
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Jeff D'Amico,P,930,0.0,2000
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Tim Byrdak,P,930,0.0,2000
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Brett Laxton,P,930,0.0,2000
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Jose Rosado,P,930,0.0,2000
0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,Jerry Spradlin,P,930,0.0,2000
0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Jose Santiago,P,930,0.0,2000
0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Andy Larkin,P,930,0.0,2000
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Doug Bochtler,P,930,0.0,2000
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Jason Rakers,P,930,0.0,2000
15,0,324,34,0,107,16,73,6,5,1,368,31,35,0,2,2,65,103,34,0.225,0.309,0.627,60.0,Chad Kreuter,C,921,0.318,1999
13,1,288,40,0,90,7,82,3,3,5,336,34,34,0,4,1,67,106,24,0.285,0.373,0.741,90.0,Jeremy Giambi,1B,921,0.368,1999
22,9,453,47,4,123,16,116,9,10,0,524,71,53,20,3,12,91,186,23,0.256,0.336,0.747,89.0,Carlos Febles,2B,921,0.41100000000000003,1999
18,6,479,22,5,134,14,141,4,2,2,518,66,56,11,3,10,48,177,31,0.294,0.32899999999999996,0.698,78.0,Rey Sanchez,SS,921,0.37,1999
36,8,628,50,4,156,15,197,3,16,4,689,92,84,5,7,1,80,297,29,0.314,0.363,0.836,111.0,Joe Randa,3B,921,0.473,1999
39,9,583,67,6,145,13,179,3,14,5,660,101,77,36,4,3,50,278,25,0.307,0.379,0.856,116.0,Johnny Damon,LF,921,0.47700000000000004,1999
27,7,663,46,8,156,17,194,4,22,2,723,112,108,27,10,0,123,301,22,0.293,0.337,0.7909999999999999,99.0,Carlos Beltran,CF,921,0.45399999999999996,1999
44,8,608,58,3,158,17,179,1,27,4,673,96,119,2,6,0,119,320,25,0.294,0.354,0.88,120.0,Jermaine Dye,RF,921,0.526,1999
7,0,155,22,0,60,2,32,6,9,0,187,26,26,1,2,2,47,66,32,0.20600000000000002,0.324,0.75,89.0,Tim Spehr,C,921,0.426,1999
3,0,137,21,2,86,3,39,0,0,1,160,27,12,6,1,1,22,42,32,0.285,0.377,0.684,77.0,Scott Pose,UT,921,0.307,1999
6,0,102,13,0,43,4,23,0,2,0,118,14,15,1,2,1,17,35,29,0.225,0.308,0.6509999999999999,66.0,Larry Sutton,1B,921,0.34299999999999997,1999
3,0,100,8,4,34,4,28,0,0,0,115,14,5,7,1,6,20,31,28,0.28,0.33,0.64,65.0,Ray Holbert,MI,921,0.31,1999
1,0,79,10,1,49,0,16,0,3,0,94,16,5,0,1,4,32,26,26,0.203,0.289,0.618,57.0,Jed Hansen,2B,921,0.32899999999999996,1999
2,0,72,15,0,21,1,17,3,3,1,91,14,11,2,1,0,10,28,34,0.23600000000000002,0.385,0.774,98.0,Jeff King,1B,921,0.389,1999
1,0,74,4,0,37,1,15,1,1,0,82,8,10,1,3,0,8,19,33,0.203,0.244,0.501,28.0,Scott Leius,UT,921,0.257,1999
5,0,68,9,0,46,0,14,0,0,0,79,2,6,1,1,1,24,19,33,0.20600000000000002,0.295,0.574,48.0,Steve Scarsone,UT,921,0.27899999999999997,1999
2,0,60,7,1,23,1,14,7,5,0,75,11,16,0,1,0,17,31,27,0.233,0.373,0.89,124.0,Sal Fasano,C,921,0.517,1999
4,1,60,4,0,17,1,20,1,6,0,65,11,18,1,0,0,11,44,25,0.33299999999999996,0.385,1.1179999999999999,176.0,Mark Quinn,LF,921,0.733,1999
1,0,41,2,0,13,2,6,2,1,0,45,4,4,0,0,0,9,10,29,0.146,0.222,0.466,19.0,Joe Vitiello,UT,921,0.244,1999
0,0,25,2,0,12,0,2,0,0,0,27,1,0,0,0,0,7,2,21,0.08,0.14800000000000002,0.228,-39.0,Dee Brown,UT,921,0.08,1999
0,1,20,0,0,7,0,8,1,0,0,21,2,3,0,0,0,5,10,25,0.4,0.429,0.929,136.0,Mendy Lopez,2B,921,0.5,1999
0,0,7,0,0,6,1,1,0,0,0,7,1,0,0,0,0,0,1,25,0.14300000000000002,0.14300000000000002,0.28600000000000003,-27.0,Felix Martinez,MI,921,0.14300000000000002,1999
0,0,5,0,0,32,0,0,0,0,0,5,0,0,0,0,0,4,0,26,0.0,0.0,0.0,-100.0,Jay Witasick,P,921,0.0,1999
0,0,5,0,0,32,0,1,0,0,0,5,0,1,0,0,0,0,1,24,0.2,0.2,0.4,3.0,Jeff Suppan,P,921,0.2,1999
0,0,5,0,0,33,0,0,0,0,0,5,0,0,0,0,0,4,0,24,0.0,0.0,0.0,-100.0,Jose Rosado,P,921,0.0,1999
0,0,3,0,0,8,0,1,0,0,0,4,0,0,0,0,1,2,1,22,0.33299999999999996,0.33299999999999996,0.667,71.0,Dan Reichert,P,921,0.33299999999999996,1999
0,0,2,0,0,22,0,0,0,0,0,2,0,0,0,0,0,1,0,31,0.0,0.0,0.0,-100.0,Kevin Appier,P,921,0.0,1999
1,0,2,0,0,33,0,1,0,0,0,2,1,0,0,0,0,0,2,25,0.5,0.5,1.5,270.0,Tim Byrdak,P,921,1.0,1999
0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,26,0.0,0.0,0.0,0.0,Brian Barber,P,921,0.0,1999
0,0,1,0,0,24,0,0,0,0,0,1,0,0,0,0,0,1,0,34,0.0,0.0,0.0,-100.0,Terry Mathews,P,921,0.0,1999
0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Scott Service,P,921,0.0,1999
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Orber Moreno,P,921,0.0,1999
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Brad Rigby,P,921,0.0,1999
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,Chad Durbin,P,921,0.0,1999
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Blake Stein,P,921,0.0,1999
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Glendon Rusch,P,921,0.0,1999
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Dan Murray,P,921,0.0,1999
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Lance Carter,P,921,0.0,1999
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Jim Pittsley,P,921,0.0,1999
0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Matt Whisenant,P,921,0.0,1999
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Marc Pisciotta,P,921,0.0,1999
0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Mac Suzuki,P,921,0.0,1999
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Chris Fussell,P,921,0.0,1999
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Ken Ray,P,921,0.0,1999
0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Alvin Morman,P,921,0.0,1999
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Don Wengert,P,921,0.0,1999
0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Jose Santiago,P,921,0.0,1999
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Derek Wallace,P,921,0.0,1999
0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0,0.0,0.0,0.0,Jeff Montgomery,P,921,0.0,1999
17,1,486,42,2,131,10,128,2,24,1,540,83,93,10,10,0,73,219,33,0.263,0.319,0.769,97.0,Jeff King,1B,899,0.451,1998
28,13,607,89,12,158,7,191,5,7,1,709,102,66,45,6,2,96,266,29,0.315,0.40299999999999997,0.841,119.0,Jose Offerman,2B,899,0.43799999999999994,1998
10,2,206,12,2,74,6,50,1,1,0,225,18,15,5,1,5,40,67,24,0.243,0.28600000000000003,0.612,59.0,Mendy Lopez,SS,899,0.325,1998
27,2,572,48,2,152,18,159,6,34,3,639,84,119,8,13,0,134,292,29,0.278,0.33299999999999996,0.8440000000000001,115.0,Dean Palmer,3B,899,0.51,1998
26,0,309,26,0,93,8,79,2,8,1,343,30,43,3,6,0,68,129,32,0.256,0.312,0.7290000000000001,87.0,Jeff Conine,LF,899,0.41700000000000004,1998
30,10,642,58,12,161,4,178,4,18,4,710,104,66,26,3,3,84,282,24,0.27699999999999997,0.33899999999999997,0.779,100.0,Johnny Damon,CF,899,0.439,1998
5,1,214,11,2,60,8,50,1,5,2,230,24,23,2,4,0,46,72,24,0.23399999999999999,0.27,0.606,56.0,Jermaine Dye,RF,899,0.336,1998
10,0,237,15,0,79,2,61,0,3,1,254,17,29,1,2,0,49,80,37,0.257,0.299,0.637,65.0,Terry Pendleton,DH,899,0.33799999999999997,1998
27,2,472,32,0,127,15,146,1,1,6,516,50,40,1,7,4,52,180,33,0.309,0.35,0.731,90.0,Hal Morris,UT,899,0.381,1998
14,2,310,29,3,111,5,76,3,5,3,351,29,42,3,5,4,46,109,28,0.245,0.311,0.6629999999999999,72.0,Larry Sutton,OF,899,0.35200000000000004,1998
10,0,216,10,0,74,4,49,16,8,1,247,21,31,1,2,3,56,83,26,0.22699999999999998,0.307,0.6920000000000001,78.0,Sal Fasano,C,899,0.384,1998
15,1,207,15,2,66,6,58,6,6,0,229,30,29,8,1,0,36,93,34,0.28,0.345,0.794,104.0,Shane Mack,UT,899,0.449,1998
12,0,204,12,5,86,3,45,1,2,0,226,17,13,2,2,7,38,63,28,0.221,0.265,0.574,49.0,Shane Halter,SS,899,0.309,1998
4,0,89,7,1,42,1,22,0,0,0,98,14,7,1,0,2,17,26,34,0.247,0.302,0.594,56.0,Luis Rivera,SS,899,0.292,1998
1,1,85,5,1,34,1,11,1,0,0,95,7,5,3,0,4,21,14,24,0.129,0.187,0.35200000000000004,-7.0,Felix Martinez,SS,899,0.165,1998
5,0,73,9,0,30,0,15,4,0,0,91,15,3,7,0,5,17,20,26,0.205,0.326,0.6,58.0,Jermaine Allensworth,CF,899,0.27399999999999997,1998
4,0,58,11,1,18,3,13,0,2,0,70,6,8,0,1,0,9,23,23,0.22399999999999998,0.34299999999999997,0.7390000000000001,92.0,Jeremy Giambi,UT,899,0.397,1998
5,3,58,3,0,14,2,16,1,0,0,63,12,7,3,1,0,12,27,21,0.276,0.317,0.7829999999999999,100.0,Carlos Beltran,CF,899,0.466,1998
3,0,53,2,1,25,3,10,1,1,0,56,2,3,2,0,0,9,16,28,0.18899999999999997,0.23199999999999998,0.534,37.0,Ernie Young,OF,899,0.302,1998
0,0,46,1,0,17,2,8,0,0,0,47,2,4,0,0,0,6,8,32,0.174,0.191,0.365,-4.0,Scott Leius,UT,899,0.174,1998
2,0,25,8,0,11,1,6,2,1,0,36,5,2,0,0,1,3,11,31,0.24,0.457,0.897,135.0,Tim Spehr,C,899,0.44,1998
1,2,25,4,1,11,0,10,0,0,0,29,5,2,2,0,0,7,15,22,0.4,0.483,1.083,179.0,Carlos Febles,2B,899,0.6,1998
0,0,15,1,0,8,0,1,0,0,0,16,0,1,0,0,0,7,1,29,0.067,0.125,0.192,-48.0,Chris Hatcher,LF,899,0.067,1998
0,0,11,0,0,3,0,1,0,0,0,11,1,0,0,0,0,2,1,34,0.091,0.091,0.182,-52.0,Mike Macfarlane,C,899,0.091,1998
0,0,9,0,0,4,1,0,1,0,0,10,0,0,0,0,0,4,0,29,0.0,0.1,0.1,-71.0,Chris Turner,C,899,0.0,1998
0,0,7,1,0,3,0,1,0,0,0,8,0,0,0,0,0,2,1,28,0.14300000000000002,0.25,0.39299999999999996,6.0,Joe Vitiello,DH,899,0.14300000000000002,1998
0,0,4,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,28,0.0,0.0,0.0,-100.0,Hector Ortiz,UT,899,0.0,1998
0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,25,0.0,0.0,0.0,-100.0,Jed Hansen,2B,899,0.0,1998
0,0,3,0,0,5,0,0,0,0,0,3,2,0,0,0,0,1,0,20,0.0,0.0,0.0,-100.0,Dee Brown,UT,899,0.0,1998
0,0,5,0,0,34,0,1,0,0,0,6,1,0,0,0,1,2,1,36,0.2,0.2,0.4,5.0,Tim Belcher,P,899,0.2,1998
0,0,2,0,0,32,0,0,0,0,0,3,0,0,0,0,1,1,0,30,0.0,0.0,0.0,-100.0,Pat Rapp,P,899,0.0,1998
0,0,3,0,0,29,0,0,0,0,0,3,0,0,0,0,0,0,0,23,0.0,0.0,0.0,-100.0,Glendon Rusch,P,899,0.0,1998
0,0,2,0,0,39,0,0,0,0,0,3,0,0,0,0,1,2,0,24,0.0,0.0,0.0,-100.0,Jim Pittsley,P,899,0.0,1998
0,0,2,0,0,27,0,0,0,0,0,2,0,0,0,0,0,2,0,28,0.0,0.0,0.0,-100.0,Hipolito Pichardo,P,899,0.0,1998
0,0,2,0,0,38,1,1,0,0,0,2,0,0,0,0,0,0,1,23,0.5,0.5,1.0,161.0,Jose Rosado,P,899,0.5,1998
0,0,1,0,0,73,0,0,0,0,0,1,0,0,0,0,0,1,0,31,0.0,0.0,0.0,-100.0,Scott Service,P,899,0.0,1998
0,0,1,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0.0,0.0,0.0,-100.0,Ricky Bones,P,899,0.0,1998
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Danny Rios,P,899,0.0,1998
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Allen McDill,P,899,0.0,1998
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Jamie Walker,P,899,0.0,1998
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Bart Evans,P,899,0.0,1998
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Kevin Appier,P,899,0.0,1998
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Brian Barber,P,899,0.0,1998
0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Matt Whisenant,P,899,0.0,1998
0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Brian Bevil,P,899,0.0,1998
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Jeff Suppan,P,899,0.0,1998
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Tim Byrdak,P,899,0.0,1998
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Jose Santiago,P,899,0.0,1998
