2B,3B,AB,BB,CS,G,GIDP,H,HBP,HR,IBB,PA,R,RBI,SB,SF,SH,SO,TB,age,batting_avg,onbase_perc,onbase_plus_slugging,onbase_plus_slugging_plus,player,pos,runs_allowed,slugging_perc,year
28,2,514,22,0,139,12,127,8,22,3,546,57,64,0,2,0,119,225,26,0.247,0.28800000000000003,0.725,90.0,Salvador Perez,C,712,0.43799999999999994,2016
24,1,605,57,3,158,18,161,1,25,5,667,80,104,5,4,0,132,262,26,0.266,0.32799999999999996,0.7609999999999999,102.0,Eric Hosmer,1B,712,0.433,2016
22,3,311,19,3,81,1,88,0,2,1,332,44,29,8,1,1,72,122,27,0.28300000000000003,0.32299999999999995,0.716,91.0,Whit Merrifield,2B,712,0.392,2016
24,6,637,27,4,162,16,166,3,7,2,682,57,55,17,5,10,96,223,29,0.261,0.292,0.642,71.0,Alcides Escobar,SS,712,0.35,2016
28,1,475,32,0,128,14,130,0,12,0,510,49,46,2,2,1,96,196,23,0.27399999999999997,0.318,0.731,94.0,Cheslor Cuthbert,3B,712,0.413,2016
16,2,445,52,1,128,9,98,8,17,3,506,62,40,8,1,0,148,169,32,0.22,0.312,0.6920000000000001,84.0,Alex Gordon,LF,712,0.38,2016
19,1,397,31,5,103,15,114,2,9,3,434,56,56,14,4,0,84,162,30,0.287,0.33899999999999997,0.747,99.0,Lorenzo Cain,CF,712,0.408,2016
24,4,457,13,3,128,12,138,7,5,1,484,52,43,14,3,3,105,185,30,0.302,0.32899999999999996,0.7340000000000001,95.0,Paulo Orlando,RF,712,0.405,2016
24,0,558,48,0,154,20,147,7,30,2,618,65,93,0,5,0,120,261,33,0.263,0.327,0.795,109.0,Kendrys Morales,DH,712,0.46799999999999997,2016
14,8,299,26,7,107,4,83,3,1,2,337,46,25,30,1,8,39,116,31,0.278,0.34,0.728,95.0,Jarrod Dyson,OF,712,0.38799999999999996,2016
6,0,147,11,1,54,4,34,2,1,0,161,13,13,0,0,1,31,43,27,0.231,0.294,0.586,58.0,Christian Colon,2B,712,0.293,2016
9,1,134,9,0,39,0,32,0,0,0,149,16,11,0,4,2,23,43,34,0.239,0.27899999999999997,0.6,60.0,Omar Infante,2B,712,0.321,2016
1,3,135,6,1,47,1,25,2,2,0,149,16,13,9,0,6,48,38,20,0.185,0.231,0.512,36.0,Raul Mondesi,2B,712,0.281,2016
10,1,123,8,0,56,2,35,0,4,0,133,18,16,0,0,2,36,59,32,0.285,0.32799999999999996,0.8079999999999999,113.0,Drew Butera,C,712,0.48,2016
6,0,104,9,1,27,5,25,0,7,0,113,12,13,0,0,0,13,52,27,0.24,0.301,0.8009999999999999,109.0,Mike Moustakas,3B,712,0.5,2016
6,0,78,6,0,26,1,18,0,3,1,85,11,10,0,0,1,23,33,27,0.231,0.28600000000000003,0.7090000000000001,86.0,Brett Eibner,UT,712,0.423,2016
1,0,41,3,2,13,0,13,0,0,0,44,2,5,0,0,0,8,14,25,0.317,0.364,0.705,91.0,Rey Fuentes,UT,712,0.341,2016
0,0,37,0,2,24,0,9,2,0,0,40,7,1,3,1,0,7,9,26,0.243,0.275,0.518,41.0,Billy Burns,UT,712,0.243,2016
1,0,19,2,0,8,0,4,0,0,0,21,4,1,0,0,0,8,5,24,0.21100000000000002,0.28600000000000003,0.5489999999999999,49.0,Hunter Dozier,UT,712,0.263,2016
1,0,11,1,0,9,0,1,0,0,0,12,1,0,0,0,0,4,2,33,0.091,0.16699999999999998,0.348,-6.0,Daniel Nava,1B,712,0.182,2016
0,0,4,0,0,4,0,0,0,0,0,5,0,1,0,1,0,3,0,29,0.0,0.0,0.0,-100.0,Tony Cruz,C,712,0.0,2016
0,0,3,0,2,17,0,0,0,0,0,3,6,0,11,0,0,1,0,25,0.0,0.0,0.0,-100.0,Terrance Gore,UT,712,0.0,2016
0,0,5,0,0,42,0,1,0,0,0,6,1,1,0,0,1,1,1,27,0.2,0.2,0.4,8.0,Danny Duffy,P,712,0.2,2016
0,0,5,0,0,34,0,0,0,0,0,5,0,0,0,0,0,3,0,32,0.0,0.0,0.0,-100.0,Edinson Volquez,P,712,0.0,2016
0,0,1,0,0,33,0,0,0,0,0,3,0,0,0,0,2,0,0,30,0.0,0.0,0.0,-100.0,Dillon Gee,P,712,0.0,2016
0,0,3,0,0,32,0,1,0,0,0,3,0,0,0,0,0,2,1,25,0.33299999999999996,0.33299999999999996,0.667,80.0,Yordano Ventura,P,712,0.33299999999999996,2016
0,0,3,0,0,33,0,0,0,0,0,3,0,0,0,0,0,2,0,31,0.0,0.0,0.0,-100.0,Ian Kennedy,P,712,0.0,2016
0,0,1,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,37,0.0,0.0,0.0,-100.0,Chris Young,P,712,0.0,2016
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Scott Alexander,P,712,0.0,2016
0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Joakim Soria,P,712,0.0,2016
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Kris Medlen,P,712,0.0,2016
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Brooks Pounders,P,712,0.0,2016
0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Matt Strahm,P,712,0.0,2016
0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0,0.0,0.0,0.0,Chien-Ming Wang,P,712,0.0,2016
0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Brian Flynn,P,712,0.0,2016
0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Kelvin Herrera,P,712,0.0,2016
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Alec Mills,P,712,0.0,2016
0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0,0.0,0.0,0.0,Peter Moylan,P,712,0.0,2016
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Kevin McCarthy,P,712,0.0,2016
0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Luke Hochevar,P,712,0.0,2016
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,Jason Vargas,P,712,0.0,2016
0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Wade Davis,P,712,0.0,2016
25,0,531,13,0,142,23,138,4,21,4,553,52,70,1,5,0,82,226,25,0.26,0.28,0.706,88.0,Salvador Perez,C,641,0.426,2015
33,5,599,61,3,158,16,178,3,18,6,667,98,93,7,3,1,108,275,25,0.297,0.363,0.8220000000000001,122.0,Eric Hosmer,1B,641,0.45899999999999996,2015
23,7,440,9,2,124,8,97,0,2,0,455,39,44,2,4,2,69,140,33,0.22,0.23399999999999999,0.552,48.0,Omar Infante,2B,641,0.318,2015
20,5,612,26,5,148,10,157,8,3,1,662,76,47,17,5,11,75,196,28,0.257,0.293,0.614,67.0,Alcides Escobar,SS,641,0.32,2015
34,1,549,43,2,147,14,156,13,22,1,614,73,82,1,5,4,76,258,26,0.284,0.348,0.8170000000000001,119.0,Mike Moustakas,3B,641,0.47,2015
18,0,354,49,5,104,2,96,14,13,7,422,40,48,2,5,0,92,153,31,0.271,0.377,0.809,119.0,Alex Gordon,LF,641,0.43200000000000005,2015
34,6,551,37,6,140,16,169,12,16,4,604,101,72,28,4,0,98,263,29,0.307,0.361,0.838,125.0,Lorenzo Cain,CF,641,0.47700000000000004,2015
22,2,385,15,0,105,10,98,5,4,0,411,40,32,9,6,0,67,136,34,0.255,0.287,0.64,73.0,Alex Rios,RF,641,0.353,2015
41,2,569,58,0,158,24,165,8,22,4,639,81,106,0,4,0,103,276,32,0.29,0.36200000000000004,0.847,127.0,Kendrys Morales,DH,641,0.485,2015
16,1,232,29,3,59,3,66,1,7,1,264,37,23,2,2,0,30,105,34,0.284,0.364,0.816,120.0,Ben Zobrist,UT,641,0.45299999999999996,2015
14,6,241,5,3,86,0,60,2,7,0,251,31,27,3,1,2,53,107,29,0.249,0.26899999999999996,0.713,89.0,Paulo Orlando,OF,641,0.444,2015
8,6,200,14,3,90,3,50,4,2,0,225,31,18,26,1,6,37,76,30,0.25,0.311,0.691,86.0,Jarrod Dyson,OF,641,0.38,2015
5,0,107,11,2,43,2,31,0,0,0,119,8,6,3,0,1,17,36,26,0.29,0.35600000000000004,0.6920000000000001,90.0,Christian Colon,MI,641,0.336,2015
3,0,86,6,0,45,0,17,2,1,0,99,6,5,0,0,5,24,23,31,0.198,0.266,0.5329999999999999,46.0,Drew Butera,C,641,0.267,2015
2,1,46,4,0,19,0,10,0,1,0,50,6,8,0,0,0,9,17,22,0.217,0.28,0.65,74.0,Cheslor Cuthbert,3B,641,0.37,2015
2,0,30,3,0,12,1,5,0,0,0,34,2,4,0,1,0,14,7,34,0.16699999999999998,0.235,0.469,28.0,Jonny Gomes,UT,641,0.233,2015
0,0,7,0,0,8,1,1,0,0,0,7,0,0,0,0,0,3,1,25,0.14300000000000002,0.14300000000000002,0.28600000000000003,-22.0,Francisco Pena,C,641,0.14300000000000002,2015
0,0,5,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,28,0.0,0.0,0.0,-100.0,Dusty Coleman,3B,641,0.0,2015
0,0,4,0,0,4,0,0,0,0,0,5,0,1,0,1,0,2,0,35,0.0,0.0,0.0,-100.0,Erik Kratz,C,641,0.0,2015
0,0,3,0,0,9,0,0,1,0,0,4,1,0,3,0,0,1,0,24,0.0,0.25,0.25,-23.0,Terrance Gore,UT,641,0.0,2015
0,0,3,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,23,0.0,0.0,0.0,-100.0,Orlando Calixte,SS,641,0.0,2015
0,0,6,0,0,28,0,0,0,0,0,6,0,0,0,0,0,5,0,24,0.0,0.0,0.0,-100.0,Yordano Ventura,P,641,0.0,2015
0,0,6,0,0,34,0,0,0,0,0,6,0,0,0,0,0,4,0,31,0.0,0.0,0.0,-100.0,Edinson Volquez,P,641,0.0,2015
0,0,4,0,0,30,0,1,0,0,0,5,0,0,0,0,1,0,1,36,0.25,0.25,0.5,37.0,Jeremy Guthrie,P,641,0.25,2015
0,0,4,0,0,34,0,2,0,0,0,4,0,3,0,0,0,1,2,36,0.5,0.5,1.0,173.0,Chris Young,P,641,0.5,2015
0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,0,1,0,0,29,0.0,0.0,0.0,0.0,Kris Medlen,P,641,0.0,2015
0,0,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0.0,0.0,0.0,-100.0,Joe Blanton,P,641,0.0,2015
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Brandon Finnegan,P,641,0.0,2015
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Scott Alexander,P,641,0.0,2015
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Joba Chamberlain,P,641,0.0,2015
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Miguel Almonte,P,641,0.0,2015
0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Greg Holland,P,641,0.0,2015
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Johnny Cueto,P,641,0.0,2015
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Louis Coleman,P,641,0.0,2015
0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0,0.0,0.0,0.0,Jason Frasor,P,641,0.0,2015
0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,0.0,0.0,0.0,Ryan Madson,P,641,0.0,2015
0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Franklin Morales,P,641,0.0,2015
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Yohan Pino,P,641,0.0,2015
0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Danny Duffy,P,641,0.0,2015
0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Kelvin Herrera,P,641,0.0,2015
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Michael Mariot,P,641,0.0,2015
0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Luke Hochevar,P,641,0.0,2015
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Aaron Brooks,P,641,0.0,2015
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Jason Vargas,P,641,0.0,2015
0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Wade Davis,P,641,0.0,2015
28,2,578,22,0,150,22,150,3,17,2,606,57,70,1,3,0,85,233,24,0.26,0.289,0.6920000000000001,91.0,Salvador Perez,C,624,0.40299999999999997,2014
35,1,503,35,2,131,12,136,3,9,4,547,54,58,4,6,0,93,200,24,0.27,0.318,0.716,99.0,Eric Hosmer,1B,624,0.39799999999999996,2014
21,3,528,33,3,135,7,133,2,6,3,575,50,66,9,7,5,68,178,32,0.252,0.295,0.632,76.0,Omar Infante,2B,624,0.337,2014
34,5,579,23,6,162,12,165,6,3,1,620,74,50,31,4,8,83,218,27,0.285,0.317,0.6940000000000001,93.0,Alcides Escobar,SS,624,0.377,2014
21,1,457,35,0,140,12,97,3,15,1,500,45,54,1,4,1,74,165,25,0.212,0.271,0.632,75.0,Mike Moustakas,3B,624,0.361,2014
34,1,563,65,3,156,11,150,11,19,5,643,87,74,12,4,0,126,243,30,0.266,0.35100000000000003,0.7829999999999999,118.0,Alex Gordon,LF,624,0.43200000000000005,2014
29,4,471,24,5,133,9,142,4,5,2,502,55,53,28,3,0,108,194,28,0.301,0.33899999999999997,0.7509999999999999,109.0,Lorenzo Cain,CF,624,0.41200000000000003,2014
22,6,491,43,8,132,5,140,6,1,0,549,63,43,17,1,8,49,177,32,0.285,0.349,0.71,99.0,Norichika Aoki,RF,624,0.36,2014
32,0,549,41,0,151,21,149,5,9,3,603,57,66,0,8,0,96,208,28,0.271,0.32299999999999995,0.7020000000000001,96.0,Billy Butler,DH,624,0.379,2014
4,4,260,22,7,120,5,70,0,1,0,290,33,24,36,2,6,52,85,29,0.26899999999999996,0.324,0.6509999999999999,83.0,Jarrod Dyson,CF,624,0.327,2014
5,0,110,7,0,36,4,31,1,2,0,119,8,11,0,1,0,27,42,29,0.282,0.32799999999999996,0.71,98.0,Danny Valencia,3B,624,0.382,2014
3,1,80,10,0,33,1,15,0,2,0,90,7,5,0,0,0,16,26,42,0.188,0.278,0.603,68.0,Raul Ibanez,DH,624,0.325,2014
5,0,73,11,0,24,4,17,2,2,0,86,14,6,1,0,0,24,28,35,0.233,0.349,0.732,105.0,Josh Willingham,DH,624,0.384,2014
1,0,52,1,0,27,1,7,0,1,0,53,3,2,0,0,0,12,11,30,0.135,0.151,0.36200000000000004,0.0,Brett Hayes,C,624,0.212,2014
2,0,47,0,0,25,2,10,1,0,0,49,7,2,4,0,1,9,12,28,0.213,0.22899999999999998,0.484,35.0,Pedro Ciriaco,UT,624,0.255,2014
5,1,45,3,0,21,1,15,0,0,0,49,8,6,2,0,1,4,22,25,0.33299999999999996,0.375,0.8640000000000001,139.0,Christian Colon,UT,624,0.489,2014
1,0,40,2,1,20,0,6,2,0,0,45,4,3,0,1,0,20,7,30,0.15,0.222,0.397,13.0,Justin Maxwell,UT,624,0.175,2014
1,0,37,1,1,12,1,8,2,1,0,41,8,5,0,1,0,5,12,26,0.21600000000000003,0.268,0.593,65.0,Johnny Giavotella,2B,624,0.324,2014
1,0,29,1,0,13,1,8,0,2,1,31,4,3,0,1,0,10,15,34,0.276,0.29,0.8079999999999999,120.0,Erik Kratz,UT,624,0.517,2014
0,0,10,0,0,9,0,2,0,0,0,10,3,0,2,0,0,3,2,25,0.2,0.2,0.4,12.0,Jimmy Paredes,UT,624,0.2,2014
1,0,9,1,0,4,0,2,0,0,0,10,1,1,0,0,0,5,3,27,0.222,0.3,0.633,77.0,Carlos Peguero,RF,624,0.33299999999999996,2014
0,0,8,0,0,7,0,0,0,0,0,9,0,1,0,1,0,6,0,31,0.0,0.0,0.0,-100.0,Jayson Nix,IF,624,0.0,2014
0,0,3,0,0,6,0,0,0,0,0,3,1,0,0,0,0,2,0,24,0.0,0.0,0.0,-100.0,Lane Adams,UT,624,0.0,2014
0,0,1,0,0,11,0,0,1,0,0,2,5,0,5,0,0,0,0,23,0.0,0.5,0.5,56.0,Terrance Gore,UT,624,0.0,2014
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Francisco Pena,C,624,0.0,2014
0,0,6,0,0,31,0,0,0,0,0,7,1,0,0,0,1,3,0,25,0.0,0.0,0.0,-100.0,Danny Duffy,P,624,0.0,2014
1,0,7,0,0,34,0,2,0,0,0,7,1,1,0,0,0,1,3,32,0.28600000000000003,0.28600000000000003,0.7140000000000001,97.0,James Shields,P,624,0.429,2014
0,0,5,0,0,33,0,0,1,0,0,7,0,0,0,0,1,1,0,35,0.0,0.16699999999999998,0.16699999999999998,-48.0,Jeremy Guthrie,P,624,0.0,2014
0,0,4,0,0,31,0,1,0,0,0,5,1,0,0,0,1,3,1,23,0.25,0.25,0.5,41.0,Yordano Ventura,P,624,0.25,2014
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Casey Coleman,P,624,0.0,2014
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,Brandon Finnegan,P,624,0.0,2014
0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Greg Holland,P,624,0.0,2014
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Justin Marks,P,624,0.0,2014
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Wilking Rodriguez,P,624,0.0,2014
0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Louis Coleman,P,624,0.0,2014
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0,0.0,0.0,0.0,Jason Frasor,P,624,0.0,2014
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Liam Hendriks,P,624,0.0,2014
0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Kelvin Herrera,P,624,0.0,2014
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.0,0.0,0.0,0.0,Scott Downs,P,624,0.0,2014
0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,Francisley Bueno,P,624,0.0,2014
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Michael Mariot,P,624,0.0,2014
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Donnie Joseph,P,624,0.0,2014
0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Aaron Crow,P,624,0.0,2014
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Aaron Brooks,P,624,0.0,2014
0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Jason Vargas,P,624,0.0,2014
0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Wade Davis,P,624,0.0,2014
0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Tim Collins,P,624,0.0,2014
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0,0.0,0.0,0.0,Bruce Chen,P,624,0.0,2014
25,3,496,21,0,138,13,145,4,13,2,526,48,79,0,5,0,63,215,23,0.292,0.32299999999999995,0.757,105.0,Salvador Perez,C,601,0.433,2013
34,3,623,51,4,159,15,188,1,17,4,680,86,79,11,4,1,100,279,23,0.302,0.353,0.8009999999999999,118.0,Eric Hosmer,1B,601,0.44799999999999995,2013
6,1,209,20,3,78,9,46,0,1,3,237,29,18,16,0,8,24,57,29,0.22,0.28800000000000003,0.561,55.0,Chris Getz,2B,601,0.273,2013
20,4,607,19,0,158,12,142,3,4,1,642,57,52,22,4,9,84,182,26,0.23399999999999999,0.259,0.5589999999999999,53.0,Alcides Escobar,SS,601,0.3,2013
26,0,472,32,4,136,13,110,5,12,1,514,42,42,2,4,1,83,172,24,0.233,0.287,0.6509999999999999,77.0,Mike Moustakas,3B,601,0.364,2013
27,6,633,52,3,156,4,168,9,20,7,700,90,81,11,6,0,141,267,29,0.265,0.327,0.7490000000000001,103.0,Alex Gordon,LF,601,0.42200000000000004,2013
21,3,399,33,6,115,10,100,4,4,2,442,54,46,14,6,0,90,139,27,0.251,0.31,0.6579999999999999,80.0,Lorenzo Cain,CF,601,0.348,2013
17,4,315,10,2,96,3,90,3,5,0,335,35,33,5,3,4,52,130,27,0.28600000000000003,0.311,0.7240000000000001,96.0,David Lough,RF,601,0.413,2013
27,0,582,79,0,162,28,168,3,15,11,668,62,82,0,4,0,102,240,27,0.289,0.374,0.787,116.0,Billy Butler,DH,601,0.41200000000000003,2013
9,4,213,21,6,87,4,55,1,2,1,239,30,17,34,1,3,45,78,28,0.258,0.326,0.6920000000000001,90.0,Jarrod Dyson,CF,601,0.366,2013
8,2,183,8,0,59,5,38,2,3,2,193,19,13,2,0,0,49,59,29,0.20800000000000002,0.249,0.5710000000000001,55.0,Jeff Francoeur,RF,601,0.322,2013
6,2,158,17,2,42,1,45,0,0,0,179,21,11,16,1,3,37,55,28,0.285,0.35200000000000004,0.7,93.0,Emilio Bonifacio,2B,601,0.348,2013
2,1,162,8,0,79,2,29,0,2,1,173,19,9,14,0,3,49,39,29,0.179,0.218,0.45799999999999996,26.0,Elliot Johnson,2B,601,0.24100000000000002,2013
5,0,156,6,0,53,6,45,1,3,1,167,15,20,1,1,3,25,59,39,0.28800000000000003,0.317,0.695,90.0,Miguel Tejada,IF,601,0.37799999999999995,2013
4,0,100,24,0,46,2,18,2,5,2,126,13,12,1,0,0,42,37,30,0.18,0.349,0.7190000000000001,98.0,George Kottaras,C,601,0.37,2013
6,1,97,11,1,35,3,26,2,5,0,111,14,17,2,1,0,35,49,29,0.268,0.35100000000000003,0.857,131.0,Justin Maxwell,RF,601,0.505,2013
3,0,41,5,0,14,0,9,2,0,0,48,4,4,0,0,0,4,12,25,0.22,0.33299999999999996,0.626,74.0,Johnny Giavotella,UT,601,0.293,2013
3,0,36,4,1,14,1,4,0,0,0,43,5,2,0,2,1,4,7,39,0.111,0.19,0.385,6.0,Jamey Carroll,IF,601,0.19399999999999998,2013
3,0,18,0,0,5,0,5,0,1,0,18,2,2,0,0,0,3,11,29,0.278,0.278,0.889,134.0,Brett Hayes,C,601,0.611,2013
1,0,11,0,0,5,0,2,0,0,0,11,0,0,1,0,0,1,3,27,0.182,0.182,0.455,22.0,Pedro Ciriaco,UT,601,0.273,2013
1,0,10,1,0,5,0,3,0,0,0,11,1,0,1,0,0,2,4,29,0.3,0.364,0.764,109.0,Adam Moore,C,601,0.4,2013
0,0,4,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,1,30,0.25,0.25,0.5,38.0,Irving Falu,3B,601,0.25,2013
0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,35,0.0,0.0,0.0,-100.0,Carlos Pena,1B,601,0.0,2013
0,0,4,0,0,33,0,1,0,0,0,5,0,0,0,0,0,2,1,34,0.25,0.25,0.5,38.0,Jeremy Guthrie,P,601,0.25,2013
0,0,5,0,0,22,0,2,0,0,0,5,0,1,0,0,0,2,2,29,0.4,0.4,0.8,121.0,Luis Mendoza,P,601,0.4,2013
0,0,4,0,0,32,0,1,0,0,0,4,0,0,0,0,0,2,1,30,0.25,0.25,0.5,38.0,Ervin Santana,P,601,0.25,2013
0,0,3,0,0,31,0,0,0,0,0,4,0,0,0,0,1,2,0,27,0.0,0.0,0.0,-100.0,Wade Davis,P,601,0.0,2013
0,0,3,0,0,34,0,1,0,0,0,3,1,0,0,0,0,1,1,31,0.33299999999999996,0.33299999999999996,0.667,84.0,James Shields,P,601,0.33299999999999996,2013
0,0,2,0,0,34,0,1,0,0,0,2,1,0,0,0,0,1,1,36,0.5,0.5,1.0,176.0,Bruce Chen,P,601,0.5,2013
0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Greg Holland,P,601,0.0,2013
0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Louis Coleman,P,601,0.0,2013
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Everett Teaford,P,601,0.0,2013
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Danny Duffy,P,601,0.0,2013
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Yordano Ventura,P,601,0.0,2013
0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Will Smith,P,601,0.0,2013
0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Kelvin Herrera,P,601,0.0,2013
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Francisley Bueno,P,601,0.0,2013
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Donnie Joseph,P,601,0.0,2013
0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,J.C. Gutierrez,P,601,0.0,2013
0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Aaron Crow,P,601,0.0,2013
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Chris Dwyer,P,601,0.0,2013
