year,0
1995,87.43364492706412
1996,81.30817897350074
1997,93.61775651012289
1998,103.28005552392278
1999,94.68808988764046
2000,85.16600252676183
2001,89.37905912437724
2002,97.23213002777491
2003,94.94610515437282
2004,84.33676499528575
2005,84.80730070037124
2006,87.86403726447165
2007,92.10962753136538
2008,
2009,
2010,
2011,
2012,
2013,
2014,
2015,
2016,
