year,0
1995,73.91691585911612
1996,85.11513414891779
1997,82.27396839175314
1998,72.4873362767847
1999,78.1368065413454
2000,77.7133670486763
2001,69.31641186016003
2002,70.28605536265556
2003,80.43750678160227
2004,68.53890043320537
2005,64.4507430303239
2006,70.4699927190793
2007,81.41538188440576
2008,
2009,
2010,
2011,
2012,
2013,
2014,
2015,
2016,
